id,tipo,url
109,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97405&tipo=0
110,foto,http://www.camara.gov.br/internet/deputado/bandep/74851.jpg
110,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97410&tipo=0
111,foto,http://www.camara.gov.br/internet/deputado/bandep/74659.jpg
111,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97418&tipo=0
112,foto,http://www.camara.gov.br/internet/deputado/bandep/73897.jpg
112,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97425&tipo=0
113,foto,http://www.camara.gov.br/internet/deputado/bandep/74076.jpg
113,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97431&tipo=0
114,foto,http://www.camara.gov.br/internet/deputado/bandep/74077.jpg
114,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97438&tipo=0
115,foto,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg
115,politicosorg,http://www.politicos.org.br/luiz-gonzaga-patriota
115,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97445&tipo=0
115,wiki,pt.wikipedia.org/wiki/Luiz_Gonzaga_Patriota
116,foto,http://www.camara.gov.br/internet/deputado/bandep/74545.jpg
116,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97448&tipo=0
117,foto,http://www.camara.gov.br/internet/deputado/bandep/74324.jpg
117,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97455&tipo=0
117,wiki,https://pt.wikipedia.org/wiki/Henrique_Eduardo_Alves
118,foto,http://www.camara.gov.br/internet/deputado/bandep/97707.jpg
118,politicosorg,http://www.politicos.org.br/heraclito-de-sousa-fortes
118,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97461&tipo=0
118,wiki,pt.wikipedia.org/wiki/Heráclito_Fortes
119,foto,http://www.camara.gov.br/internet/deputado/bandep/74660.jpg
119,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97468&tipo=0
120,foto,http://www.camara.gov.br/internet/deputado/bandep/73772.jpg
120,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97475&tipo=0
121,foto,http://www.camara.gov.br/internet/deputado/bandep/73795.jpg
121,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97484&tipo=0
122,foto,http://www.camara.gov.br/internet/deputado/bandep/74325.jpg
122,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97491&tipo=0
123,foto,http://www.camara.gov.br/internet/deputado/bandep/74663.jpg
123,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97499&tipo=0
124,foto,http://www.camara.gov.br/internet/deputado/bandep/74295.jpg
124,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97506&tipo=0
125,foto,http://www.camara.gov.br/internet/deputado/bandep/74421.jpg
125,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97513&tipo=0
125,wiki,pt.wikipedia.org/wiki/Inocêncio_de_Oliveira
126,foto,http://www.camara.gov.br/internet/deputado/bandep/73531.jpg
126,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97521&tipo=0
127,foto,http://www.camara.gov.br/internet/deputado/bandep/74665.jpg
127,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97527&tipo=0
128,foto,http://www.camara.gov.br/internet/deputado/bandep/73532.jpg
128,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97537&tipo=0
129,foto,http://www.camara.gov.br/internet/deputado/bandep/74546.jpg
129,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97545&tipo=0
130,foto,http://www.camara.gov.br/internet/deputado/bandep/74547.jpg
130,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97554&tipo=0
131,foto,http://www.camara.gov.br/internet/deputado/bandep/74548.jpg
131,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97561&tipo=0
131,wiki,pt.wikipedia.org/wiki/Jaques_Wagner
132,foto,http://www.camara.gov.br/internet/deputado/bandep/73900.jpg
132,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97568&tipo=0
133,foto,http://www.camara.gov.br/internet/deputado/bandep/73874.jpg
133,politicosorg,http://www.politicos.org.br/joao-alberto-pizzolatti-junior
133,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97573&tipo=0
133,wiki,pt.wikipedia.org/wiki/João_Pizzolatti
134,foto,http://www.camara.gov.br/internet/deputado/bandep/74549.jpg
134,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97579&tipo=0
135,foto,http://www.camara.gov.br/internet/deputado/bandep/73889.jpg
135,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97587&tipo=0
136,foto,http://www.camara.gov.br/internet/deputado/bandep/74190.jpg
136,politicosorg,http://www.politicos.org.br/joao-batista-de-jesus-ribeiro
136,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97593&tipo=0
136,wiki,pt.wikipedia.org/wiki/João_Ribeiro_(político)
137,foto,http://www.camara.gov.br/internet/deputado/bandep/73873.jpg
137,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97600&tipo=0
138,foto,http://www.camara.gov.br/internet/deputado/bandep/74772.jpg
138,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97609&tipo=0
139,foto,http://www.camara.gov.br/internet/deputado/bandep/74667.jpg
139,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97617&tipo=0
140,foto,http://www.camara.gov.br/internet/deputado/bandep/74316.jpg
140,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97626&tipo=0
141,foto,http://www.camara.gov.br/internet/deputado/bandep/74771.jpg
141,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97632&tipo=0
142,veja,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/joao-paulo-cunha.shtml?scrollto=conteudo-rede
142,foto,http://www.camara.gov.br/internet/deputado/bandep/73534.jpg
142,politicosorg,http://www.politicos.org.br/joao-paulo-cunha
142,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97639&tipo=0
142,wiki,pt.wikipedia.org/wiki/João_Paulo_Cunha
143,foto,http://www.camara.gov.br/internet/deputado/bandep/74422.jpg
143,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97645&tipo=0
144,foto,http://www.camara.gov.br/internet/deputado/bandep/73658.jpg
144,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97651&tipo=0
145,foto,http://www.camara.gov.br/internet/deputado/bandep/74552.jpg
145,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97657&tipo=0
146,foto,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg
146,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97664&tipo=0
147,foto,http://www.camara.gov.br/internet/deputado/bandep/73536.jpg
