id,camaraPk,cargos,codinomes,curriculo,foto,legislaturas,nome,profissoes,senadoId,uf
1371,161730,,Edson Aparecido,,http://www.camara.gov.br/internet/deputado/bandep/141418.jpg,53.54,Edson Aparecido Dos Santos,Historiador,,
1372,161734,,Jilmar Tatto,,http://www.camara.gov.br/internet/deputado/bandep/141456.jpg,53.54,Jilmar Augustinho Tatto,Professor e Empresário,,
1373,161747,,Antônio Andrade,,http://www.camara.gov.br/internet/deputado/bandep/141387.jpg,53.54,Antônio Eustáquio Andrade Ferreira,Engenheiro Civil e Produtor Rural,,
1374,161755,,Andre Vargas,,http://www.camara.gov.br/internet/deputado/bandep/141378.jpg,53.54,André Luiz Vargas Ilário,Comerciante,,
1375,161761,,Davi Alves Silva Júnior,,http://www.camara.gov.br/internet/deputado/bandep/141412.jpg,"53,54,55",Davi Alves Silva Júnior,,,
1376,162040,,Pastor Manoel Ferreira,,http://www.camara.gov.br/internet/deputado/bandep/141491.jpg,53,Manoel Ferreira,Advogado e Pastor Evangélico,,
1377,162058,,Leandro Sampaio,,http://www.camara.gov.br/internet/deputado/bandep/141481.jpg,53,Leandro José Mendes Sampaio Fernandes,Engenheiro Agrônomo,,
1378,162079,,Flaviano Melo,,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,"53,54,55",Flaviano Flávio Baptista de Melo,Engenheiro Civil,,
1379,162116,,Bruno Rodrigues,,http://www.camara.gov.br/internet/deputado/bandep/141393.jpg,53.54,Bruno Campelo Rodrigues de Souza,Empresário,,
1380,162132,,Duarte Nogueira,,http://www.camara.gov.br/internet/deputado/bandep/141385.jpg,"53,54,55",Antonio Duarte Nogueira Junior,Engenheiro Agrônomo,,
1381,162142,,Laurez Moreira,,http://www.camara.gov.br/internet/deputado/bandep/141479.jpg,53.54,Laurez da Rocha Moreira,Advogado,,
1382,162149,,Luiz Fernando Faria,,http://www.camara.gov.br/internet/deputado/bandep/141487.jpg,"53,54,55",Luiz Fernando Ramos Faria,"Agropecuarista, Empresário, Administrador e Engenheiro Mecânico",,MG
1383,162160,,Clodovil Hernandes,,http://www.camara.gov.br/internet/deputado/bandep/141409.jpg,53,Clodovir Hernandes,Professor e Comunicador,,
1384,162177,,Filipe Pereira,,http://www.camara.gov.br/internet/deputado/bandep/141433.jpg,53.54,Filipe de Almeida Pereira,Empresário,,
1385,162182,,Ilderlei Cordeiro,,http://www.camara.gov.br/internet/deputado/bandep/141451.jpg,53,Ilderlei Souza Rodrigues Cordeiro,Administrador de Empresas e Empresário,,
1386,162190,,Carlos Brandão,,http://www.camara.gov.br/internet/deputado/bandep/141402.jpg,53.54,Carlos Orleans Brandão Junior,"Empresário, Funcionário Público e Médico Veterinário",,
1387,162197,,Valadares Filho,,http://www.camara.gov.br/internet/deputado/bandep/141384.jpg,"53,54,55",Antônio Carlos Valadares Filho,Administrador de Empresas,,
1388,162227,,Sebastião Bala Rocha,,http://www.camara.gov.br/internet/deputado/bandep/141539.jpg,53.54,Sebastiao Ferreira da Rocha,Médico,,
1389,162235,,Aelton Freitas,Intenscionalmente faltou na votação da cassação de Eduardo Cunha,http://www.camara.gov.br/internet/deputado/bandep/141372.jpg,"53,54,55",Aelton José de Freitas,"Empresário, Engenheiro Agrônomo e Produtor Rural",,MG
1390,162272,,Vitor Penido,,http://www.camara.gov.br/internet/deputado/bandep/141557.jpg,53.54,Vitor Penido de Barros,"Pecuarista, Avicultor, Comerciante e Empresário Rural",,
1391,162299,,Lucenira Pimentel,,http://www.camara.gov.br/internet/deputado/bandep/141504.jpg,53,Maria Lucenira Ferreira Oliveira Pimentel,Técnica em Secretariado,,
1392,162305,,Silvinho Peccioli,,http://www.camara.gov.br/internet/deputado/bandep/141545.jpg,53,Sílvio Roberto Cavalcanti Peccioli,Advogado,,
1393,162345,,Flávio Dino,,http://www.camara.gov.br/internet/deputado/bandep/141436.jpg,53,Flávio Dino de Castro E Costa,Advogado e Professor de Direito,,
1394,162349,,Márcio França,,http://www.camara.gov.br/internet/deputado/bandep/141497.jpg,53.54,Márcio Luiz França Gomes,Advogado,,
1395,162353,,Neilton Mulim,,http://www.camara.gov.br/internet/deputado/bandep/141510.jpg,53.54,Neilton Mulim da Costa,Professor e Psicopedagogo,,
1396,162356,,Ciro Gomes,,http://www.camara.gov.br/internet/deputado/bandep/141406.jpg,53,Ciro Ferreira Gomes,Advogado e Professor Universitário,,
1397,162362,,Fernando Chucre,,http://www.camara.gov.br/internet/deputado/bandep/141344.jpg,52.53,Fernando Barrancos Chucre,"Empresário, Arquiteto e Urbanista",,
1398,162372,,Vanderlei Macris,,http://www.camara.gov.br/internet/deputado/bandep/141553.jpg,"53,54,55",Vanderlei Macris,Advogado e Microempresário,,
1399,162378,,Andreia Zito,,http://www.camara.gov.br/internet/deputado/bandep/141379.jpg,53.54,Andreia Almeida Zito Dos Santos,Bacharela em Direito,,
1400,162389,,João Carlos Bacelar,Votou contra a cassação de Eduardo Cunha,http://www.camara.gov.br/internet/deputado/bandep/141458.jpg,"53,54,55",João Carlos Paolilo Bacelar Filho,Engenheiro Civil,,
1401,162390,,Professor Ruy Pauletti,,http://www.camara.gov.br/internet/deputado/bandep/141538.jpg,53,Ruy Pauletti,Professor Universitário e Professor,,
1402,162400,,Rodrigo Rollemberg,,http://www.camara.gov.br/internet/deputado/bandep/141533.jpg,53,Rodrigo Sobral Rollemberg,Funcionário Público,,
1403,162404,,Elismar Prado,,http://www.camara.gov.br/internet/deputado/bandep/141424.jpg,53,Elismar Fernandes Prado,Sociólogo e Músico,,
1404,162412,,Eduardo Da Fonte,,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,"53,54,55",Eduardo Henrique da Fonte de Albuquerque Silva,Empresário,,PE
1405,162417,,Arnaldo Jardim,,http://www.camara.gov.br/internet/deputado/bandep/141391.jpg,"53,54,55",Arnaldo Calil Pereira Jardim,Engenheiro Civil e Professor,,
1406,162418,,Ratinho Junior,"Arquivo 7, p. 8",http://www.camara.gov.br/internet/deputado/bandep/141403.jpg,53.54,Carlos Roberto Massa Júnior,"Empresário, Diretor de Empresas e Comunicador",,
1407,162428,,João Maia,,http://www.camara.gov.br/internet/deputado/bandep/141459.jpg,53.54,João da Silva Maia,Economista,,
1408,162441,,Marcelo Melo,,http://www.camara.gov.br/internet/deputado/bandep/141494.jpg,53,Marcelo de Araújo Melo,Empresário,,
1409,162442,,Sabino Castelo Branco,,http://www.camara.gov.br/internet/deputado/bandep/141522.jpg,53.54,Raimundo Sabino Castelo Branco Maués,Empresário e Apresentador de Televisão,,
1410,162567,,Rogerio Lisboa,,http://www.camara.gov.br/internet/deputado/bandep/141534.jpg,53,Rogerio Martins Lisboa,Advogado,,
1411,162589,,Ernandes Amorim,,http://www.camara.gov.br/internet/deputado/bandep/141425.jpg,53,Ernandes Santos Amorim,Pecuarista,,
1412,162606,,Efraim Filho,,http://www.camara.gov.br/internet/deputado/bandep/141422.jpg,"53,54,55",Efraim de Araújo Morais Filho,Advogado,,
1413,162719,,José Paulo Tóffano,,http://www.camara.gov.br/internet/deputado/bandep/141471.jpg,53,José Paulo Tóffano,"Professor, Empresário e Educador Ambiental",,
1414,162729,,Ricardo Tripoli,,http://www.camara.gov.br/internet/deputado/bandep/141472.jpg,"53,54,55",José Ricardo Alvarenga Tripoli,Advogado,,
1415,162799,,Waldir Maranhão,"Investigado por corrupção passiva, lavagem de dinheiro, formação de quadrilha. Incluído na lista de políticos do PP que recebia propina.",http://www.camara.gov.br/internet/deputado/bandep/141558.jpg,"53,54,55",Waldir Maranhão Cardoso,Médico Veterinário,,
1416,162803,,Manoel Junior,,http://www.camara.gov.br/internet/deputado/bandep/141490.jpg,"53,54,55",Manoel Alves da Silva Junior,Médico,,
1417,162837,,Otavio Leite,,http://www.camara.gov.br/internet/deputado/bandep/141515.jpg,"53,54,55",Otavio Santos Silva Leite,Advogado e Professor de Direito,,RJ
1418,162855,,Paulo Teixeira,"Arquivo 9, p. 20",http://www.camara.gov.br/internet/deputado/bandep/141488.jpg,"53,54,55",Luiz Paulo Teixeira Ferreira,Advogado,,
1419,162877,,Abelardo Camarinha,,http://www.camara.gov.br/internet/deputado/bandep/141463.jpg,53.54,Jose Abelardo Guimarães Camarinha,Advogado e Professor,,
1420,162881,,Valtenir Pereira,,http://www.camara.gov.br/internet/deputado/bandep/141552.jpg,"53,54,55",Valtenir Luiz Pereira,"Advogado, Vendedor Autônomo, Vendedor, Auxiliar de Escritório, Engraxate, Defensor Público e Professor de Direito",,
1421,162890,,João Oliveira,,http://www.camara.gov.br/internet/deputado/bandep/141460.jpg,53,João Oliveira de Sousa,Administrador de Empresas,,
1422,162961,,Barbosa Neto,,http://www.camara.gov.br/internet/deputado/bandep/141449.jpg,53,Homero Barbosa Neto,Jornalista e Radialista,,
1423,163096,,Aline Corrêa,,http://www.camara.gov.br/internet/deputado/bandep/141375.jpg,53.54,Aline Lemos Corrêa de Oliveira Andrade,Empresária,,SP
1424,163103,,Francisco Tenório,,http://www.camara.gov.br/internet/deputado/bandep/141467.jpg,53.54,José Francisco Cerqueira Tenório,Agropecuarista e Delegado de Polícia Civil,,
1425,163111,,Jusmari Oliveira,,http://www.camara.gov.br/internet/deputado/bandep/141476.jpg,53,Jusmari Terezinha de Souza Oliveira,Agricultora e Educadora,,
1426,163127,,Rômulo Gouveia,,http://www.camara.gov.br/internet/deputado/bandep/141536.jpg,53.55,Rômulo José de Gouveia,Servidor Público,,
1427,163139,,Mauro Nazif,,http://www.camara.gov.br/internet/deputado/bandep/141508.jpg,53.54,Mauro Nazif Rasul,Médico,,
1428,163339,,Arnaldo Vianna,,http://www.camara.gov.br/internet/deputado/bandep/141392.jpg,53,Arnaldo França Vianna,Médico,,RJ
1429,163362,,Cláudio Diaz,,http://www.camara.gov.br/internet/deputado/bandep/141057.jpg,52.53,Cláudio Castanheira Diaz,Pecuarista e Médico Veterinário,,
1430,163727,,Clóvis Corrêa,,http://www.camara.gov.br/internet/deputado/bandep/141334.jpg,52,Clovis Corrêa de Oliveira Andrade Filho,Professor e Desembargador,,
1431,163759,,Charles Lucena,,http://www.camara.gov.br/internet/deputado/bandep/141336.jpg,52.53,Antônio Charles Lucena de Oliveira Méllo,"Médico, Empresário, Educador e Político",,
1432,163789,,Luiz Rocha Filho,,http://www.camara.gov.br/internet/deputado/bandep/141337.jpg,52,Luiz Rocha Filho,Agropecuarista e Advogado,,
1433,163821,,Carlos Lapa,,http://www.camara.gov.br/internet/deputado/bandep/141331.jpg,52,Carlos Adilson Pinto Lapa,Advogado,,
1434,165902,,Jorginho Maluly,,http://www.camara.gov.br/internet/deputado/bandep/4927.jpg,53,Jorge de Faria Maluly,Engenheiro Civil,,
1435,165915,,Jairo Ataíde,,http://www.camara.gov.br/internet/deputado/bandep/3151.jpg,53.54,Jairo Ataide Vieira,Cirurgião-Dentista e Empresário Rural,,
1436,165999,,Dr. Basegio,,http://www.camara.gov.br/internet/deputado/bandep/141414.jpg,53,Diógenes Luiz Basegio,"Agricultor, Escritor, Pesquisador, Doutor em Medicina e Professor de Medicina",,
1437,166102,,Joseph Bandeira,,http://www.camara.gov.br/internet/deputado/bandep/4929.jpg,53.54,Joseph Wallace Faria Bandeira,,,
1438,166232,,Eduardo Lopes,,http://www.camara.gov.br/internet/deputado/bandep/4928.jpg,53,Eduardo Benedito Lopes,Radialista e Diretor de Empresas,,
1439,166613,,Silvio Costa,,http://www.camara.gov.br/internet/deputado/bandep/4930.jpg,"53,54,55",Sílvio Serafim Costa,,,
1440,167030,,Bispo Gê Tenuta,,http://www.camara.gov.br/internet/deputado/bandep/3155.jpg,53,Geraldo Tenuta Filho,"Comunicólogo em Televisão, Pastor Evangélico, Teólogo, Empresário Têxtil, Comunicador de Rádio, Bispo Evangélico e Conselheiro do Estado",,
1441,167686,,Izalci,,http://www.camara.gov.br/internet/deputado/bandep/4931.jpg,"53,54,55",Izalci Lucas Ferreira,Professor e Contador,,
1442,169698,,Edigar Mão Branca,,http://www.camara.gov.br/internet/deputado/bandep/143253.jpg,53,Edigar Evangelista Dos Anjos,"Agricultor, Radialista e Músico",,
1443,169708,,Acélio Casagrande,,http://www.camara.gov.br/internet/deputado/bandep/143254.jpg,53,Acélio Casagrande,Administrador de Empresas e Gestor de Recursos Humanos,,
1444,170842,,Chico Abreu,,http://www.camara.gov.br/internet/deputado/bandep/146308.jpg,53,Francisco Gomes de Abreu,Professor,,
1445,170986,,Neri Geller,,http://www.camara.gov.br/internet/deputado/bandep/146307.jpg,53.54,Neri Geller,Agricultor e Empresário,,
1446,171770,,Marcelo Almeida,,http://www.camara.gov.br/internet/deputado/bandep/146613.jpg,53.54,Marcelo Beltrão de Almeida,Engenheiro Civil,,
1447,171940,,Luciana Costa,,http://www.camara.gov.br/internet/deputado/bandep/81512.jpg,53,Luciana de Almeida Costa,Cirurgiã-Dentista e Professora de Educação Física,,
1448,173688,,Matteo Chiarelli,,http://www.camara.gov.br/internet/deputado/bandep/147653.jpg,53,Matteo Rota Chiarelli,Advogado e Professor de Direito,,
