id,camaraPk,cargos,codinomes,curriculo,foto,legislaturas,nome,profissoes,senadoId,uf
1672,189041,,Antonio Imbassahy,,http://www.camara.gov.br/internet/deputado/bandep/160530.jpg,54.55,Antonio José Imbassahy da Silva,Engenheiro Eletricista,,
1673,189042,,Antonio Brito,,http://www.camara.gov.br/internet/deputado/bandep/160553.jpg,54.55,Antonio Luiz Paranhos Ribeiro Leite de Brito,Administrador de Empresas,,
1674,189043,,Edson Pimenta,,http://www.camara.gov.br/internet/deputado/bandep/160618.jpg,54,Edson Sampaio Pimenta,Agricultor,,
1675,189044,,Erivelton Santana,,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg,54.55,Erivelton Lima Santana,Auxiliar de Administração e Assessor Político,,
1676,189045,,Félix Mendonça Júnior,,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,54.55,Felix de Almeida Mendonça Júnior,Administrador de Empresas,,
1677,189046,,Fernando Torres,,http://www.camara.gov.br/internet/deputado/bandep/160676.jpg,54.55,Fernando Dantas Torres,Empresário,,
1678,189047,,Jânio Natal,,http://www.camara.gov.br/internet/deputado/bandep/160675.jpg,54,Jânio Natal Andrade Borges,Administrador,,
1679,189048,,Luiz Argôlo,,http://www.camara.gov.br/internet/deputado/bandep/160547.jpg,54,João Luiz Correia Argôlo Dos Santos,"Pecuarista, Empresário e Administrador",,BA
1680,189049,,José Nunes,,http://www.camara.gov.br/internet/deputado/bandep/160619.jpg,54.55,José Nunes Soares,Empresário,,
1681,189050,,Lucio Vieira Lima,,http://www.camara.gov.br/internet/deputado/bandep/94931.jpg,54.55,Lúcio Quadros Vieira Lima,"Pecuarista, Engenheiro Agrônomo e Cacauicultor",,
1682,189051,,Oziel Oliveira,,http://www.camara.gov.br/internet/deputado/bandep/160650.jpg,54,Oziel Alves de Oliveira,Agricultor e Administrador,,
1683,189052,,Valmir Assunção,,http://www.camara.gov.br/internet/deputado/bandep/160610.jpg,54.55,Valmir Carlos da Assunção,Agricultor,,
1684,189053,,Waldenor Pereira,,http://www.camara.gov.br/internet/deputado/bandep/160569.jpg,54.55,Waldenor Alves Pereira Filho,Economista,,
1685,189054,,Artur Bruno,,http://www.camara.gov.br/internet/deputado/bandep/160678.jpg,54,Artur José Vieira Bruno,Educador,,
1686,189055,,Domingos Neto,,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,54.55,Domingos Gomes de Aguiar Neto,Empresário,,
1687,189056,,Danilo Forte,,http://www.camara.gov.br/internet/deputado/bandep/62881.jpg,54.55,Francisco Danilo Bastos Forte,Advogado,,
1688,189057,,Genecias Noronha,,http://www.camara.gov.br/internet/deputado/bandep/160669.jpg,54.55,Genecias Mateus Noronha,Empresário,,
1689,189058,,João Ananias,,http://www.camara.gov.br/internet/deputado/bandep/160574.jpg,54,João Ananias Vasconcélos Neto,Doutor em Medicina,,
1690,189060,,Raimundão,,http://www.camara.gov.br/internet/deputado/bandep/160516.jpg,54,Raimundo Antonio de Macedo,Médico,,
1691,189061,,Erika Kokay,,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,54.55,Érika Jucá Kokay,Bancária,,
1692,189062,,Jaqueline Roriz,,http://www.camara.gov.br/internet/deputado/bandep/97822.jpg,54,Jaqueline Maria Roriz,Pedagoga,,
1693,189063,,Luiz Pitiman,,http://www.camara.gov.br/internet/deputado/bandep/160550.jpg,54,Luiz Carlos Pietschmann,Administrador de Empresas e Empresário da Construção Civil,,
1694,189064,,Paulo Tadeu,,http://www.camara.gov.br/internet/deputado/bandep/160658.jpg,54,Paulo Tadeu Vale da Silva,Eletricitário e Técnico em Edificações,,
1695,189065,,Ronaldo Fonseca,,http://www.camara.gov.br/internet/deputado/bandep/160637.jpg,54.55,Ronaldo Fonseca de Souza,Advogado,,
1696,189066,,Audifax,,http://www.camara.gov.br/internet/deputado/bandep/160680.jpg,54,Audifax Charles Pimentel Barcelos,"Economista, Servidor Público e Administrador",,
1697,189067,,Cesar Colnago,,http://www.camara.gov.br/internet/deputado/bandep/160664.jpg,54,César Roberto Colnaghi,Médico,,
1698,189068,,Dr. Jorge Silva,,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,54.55,Jorge Silva,Médico,,
1699,189069,,Lauriete,,http://www.camara.gov.br/internet/deputado/bandep/160534.jpg,54,Lauriete Rodrigues Pinto,Empresária,,
1700,189070,,Paulo Foletto,,http://www.camara.gov.br/internet/deputado/bandep/160517.jpg,54.55,Paulo Roberto Foletto,Médico,,
1701,189071,,Armando Vergílio,,http://www.camara.gov.br/internet/deputado/bandep/160546.jpg,54,Armando Vergílio Dos Santos Júnior,Corretor de Seguros,,
1702,189072,,Heuler Cruvinel,,http://www.camara.gov.br/internet/deputado/bandep/160596.jpg,54.55,Heuler Abreu Cruvinel,Agrônomo,,
1703,189073,,Thiago Peixoto,,http://www.camara.gov.br/internet/deputado/bandep/160617.jpg,54.55,Thiago Mello Peixoto da Silveira,Economista,,
1704,189074,,Edivaldo Holanda Junior,,http://www.camara.gov.br/internet/deputado/bandep/160616.jpg,54,Edivaldo de Holanda Braga Junior,Bacharel em Direito e Empresário,,
1705,189075,,Hélio Santos,,http://www.camara.gov.br/internet/deputado/bandep/160590.jpg,54,Hélio Batista Dos Santos,Agropecuarista,,
1706,189076,,Alberto Filho,Absteve-se na cassação de Eduardo Cunha,http://www.camara.gov.br/internet/deputado/bandep/160582.jpg,54.55,José Alberto Oliveira Veloso Filho,Bacharel em Direito,,
1707,189077,,Lourival Mendes,,http://www.camara.gov.br/internet/deputado/bandep/160555.jpg,54,Lourival Mendes da Fonseca Filho,Político e Delegado de Polícia de Classe Especial,,
1708,189078,,Luciano Moreira,,http://www.camara.gov.br/internet/deputado/bandep/160513.jpg,54,Luciano Fernandes Moreira,,,
1709,189079,,Toninho Pinheiro,,http://www.camara.gov.br/internet/deputado/bandep/160611.jpg,54.55,Antônio Pinheiro Júnior,Comerciante,,
1710,189080,,Bernardo Santana De Vasconcellos,,http://www.camara.gov.br/internet/deputado/bandep/109152.jpg,54,Bernardo de Vasconcellos Moreira,Advogado,,
1711,189081,,Carlaile Pedrosa,,http://www.camara.gov.br/internet/deputado/bandep/160585.jpg,54,Carlaile Jesus Pedrosa,Comerciante,,
1712,189082,,Diego Andrade,,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,54.55,Diego Leonardo de Andrade Carvalho,Administrador de Empresas,,
1713,189083,,Dimas Fabiano,,http://www.camara.gov.br/internet/deputado/bandep/160599.jpg,54.55,Dimas Fabiano Toledo Júnior,,,
1714,189084,,Gabriel Guimarães,,http://www.camara.gov.br/internet/deputado/bandep/129037.jpg,54.55,Gabriel Guimarães de Andrade,Advogado,,
1715,189085,,José Humberto,,http://www.camara.gov.br/internet/deputado/bandep/160396.jpg,53.54,José Humberto Soares,"Comerciante, Engenheiro Mecânico e Consultor",,
1716,189086,,Zé Silva,,http://www.camara.gov.br/internet/deputado/bandep/160632.jpg,54.55,José Silva Soares,"Agricultor, Agrônomo e Extensionista Rural",,
1717,189087,,Luis Tibé,,http://www.camara.gov.br/internet/deputado/bandep/160510.jpg,54.55,Luis Henrique de Oliveira Resende,Empresário,,
1718,189088,,Marcus Pestana,,http://www.camara.gov.br/internet/deputado/bandep/159238.jpg,54.55,Marcus Vinícius Caetano Pestana da Silva,Economista e Professor Universitário,,
1719,189089,,Renzo Braz,,http://www.camara.gov.br/internet/deputado/bandep/160654.jpg,54.55,Renzo do Amaral Braz,Administrador de Empresas,,
1720,189090,,Walter Tosta,,http://www.camara.gov.br/internet/deputado/bandep/160609.jpg,54,Walter da Rocha Tosta,Autônomo,,
1721,189091,,Giroto,,http://www.camara.gov.br/internet/deputado/bandep/160562.jpg,54,Edson Giroto,Engenheiro Civil,,
1722,189092,,Fábio Trad,,http://www.camara.gov.br/internet/deputado/bandep/160587.jpg,54,Fábio Ricardo Trad,Advogado,,
1723,189093,,Mandetta,,http://www.camara.gov.br/internet/deputado/bandep/160633.jpg,54.55,Luiz Henrique Mandetta,Médico,,
1724,189094,,Reinaldo Azambuja,"Arquivo 5, p. 27 e arquivo 6, p. 1",http://www.camara.gov.br/internet/deputado/bandep/160615.jpg,54,Reinaldo Azambuja Silva,Agropecuarista,,
1725,189096,,Ságuas Moraes,,http://www.camara.gov.br/internet/deputado/bandep/160630.jpg,54.55,Ságuas Moraes Sousa,Médico,,
1726,189097,,Cláudio Puty,,http://www.camara.gov.br/internet/deputado/bandep/160557.jpg,54,Claudio Alberto Castelo Branco Puty,"Economista, Professor Universitário e Eletricitário",,
1727,189098,,Aguinaldo Ribeiro,,http://www.camara.gov.br/internet/deputado/bandep/160527.jpg,54.55,Aguinaldo Velloso Borges Ribeiro,Administrador,,PB
1728,189099,,Hugo Motta,Intenscionalmente faltou na votação da cassação de Eduardo Cunha,http://www.camara.gov.br/internet/deputado/bandep/160674.jpg,54.55,Hugo Motta Wanderley da Nóbrega,Médico,,
1729,189100,,Nilda Gondim,,http://www.camara.gov.br/internet/deputado/bandep/160564.jpg,54,Ozanilda Gondim Vital do Rego,Do Lar,,
1730,189101,,Romero Rodrigues,,http://www.camara.gov.br/internet/deputado/bandep/160629.jpg,54,Romero Rodrigues Veiga,Agrônomo,,
1731,189102,,Ruy Carneiro,,http://www.camara.gov.br/internet/deputado/bandep/160635.jpg,54,Ruy Manuel Carneiro Barbosa de Aca Belchior,Administrador,,
1732,189103,,Anderson Ferreira,,http://www.camara.gov.br/internet/deputado/bandep/160551.jpg,54.55,Anderson Ferreira Rodrigues,Empresário,,
1733,189104,,Augusto Coutinho,,http://www.camara.gov.br/internet/deputado/bandep/160665.jpg,54.55,Augusto Rodrigues Coutinho de Melo,Engenheiro Civil,,
1734,189105,,Danilo Cabral,,http://www.camara.gov.br/internet/deputado/bandep/160528.jpg,54.55,Danilo Jorge de Barros Cabral,Advogado,,
1735,189106,,Pastor Eurico,,http://www.camara.gov.br/internet/deputado/bandep/160642.jpg,54.55,Francisco Eurico da Silva,Pastor Evangélico e Comunicador de Rádio,,
1736,189107,,João Paulo Lima,,http://www.camara.gov.br/internet/deputado/bandep/160549.jpg,54,João Paulo Lima E Silva,Economista,,
1737,189108,,Jorge Côrte Real,,http://www.camara.gov.br/internet/deputado/bandep/160572.jpg,54.55,Jorge Wicks Côrte Real,Engenheiro Civil,,
1738,189109,,Luciana Santos,,http://www.camara.gov.br/internet/deputado/bandep/160628.jpg,54.55,Luciana Barbosa de Oliveira Santos,Engenheiro Elétrico,,
1739,189110,,Roberto Teixeira,,http://www.camara.gov.br/internet/deputado/bandep/160652.jpg,54.55,Roberto Sérgio Ribeiro Coutinho Teixeira,Odontólogo,,
1740,189111,,Assis Carvalho,,http://www.camara.gov.br/internet/deputado/bandep/159237.jpg,54.55,Francisco de Assis Carvalho Gonçalves,Funcionário Público Federal,,
1741,189112,,Iracema Portella,Intenscionalmente faltou na votação da cassação de Eduardo Cunha,http://www.camara.gov.br/internet/deputado/bandep/67138.jpg,54.55,Iracema Maria Portella Nunes Nogueira Lima,Professora e Empresária,,
1742,189113,,Jesus Rodrigues,,http://www.camara.gov.br/internet/deputado/bandep/160671.jpg,54,Jesus Rodrigues Alves,Industrial,,
1743,189114,,Rosane Ferreira,,http://www.camara.gov.br/internet/deputado/bandep/160614.jpg,54,Cleusa Rosane Ribas Ferreira,Enfermeira,,
1744,189115,,Edmar Arruda,,http://www.camara.gov.br/internet/deputado/bandep/160578.jpg,54.55,Edmar de Souza Arruda,Economista,,
1745,189116,,Fernando Francischini,,http://www.camara.gov.br/internet/deputado/bandep/160646.jpg,54.55,Fernando Destito Francischini,Delegado de Polícia Federal,,
1746,189117,,João Arruda,,http://www.camara.gov.br/internet/deputado/bandep/160573.jpg,54.55,João José de Arruda Júnior,Bacharel em Ciências Físicas e Naturais,,
